vector_id	matrix	row	column	f64_decimal	f32_bits	status
identity_d65_single	camera_to_normalized_ncl	1	2	0.54053186493012184	0x3f0a604c	PASS
identity_d65_single	camera_to_normalized_ncl	2	0	1.2554920004614254	0x3fa0b3f6	PASS
identity_d65_single	camera_to_normalized_ncl	2	1	-1.0366806646611979	0xbf84b1f4	PASS
identity_d65_single	camera_to_normalized_ncl	2	2	-0.14380242777212832	0xbe1340f2	PASS
nonsymmetric_single	t50	0	0	1.2990379811180148	0x3fa646e0	PASS
nonsymmetric_single	t50	0	1	-0.00090008929945497597	0xba6bf3f8	PASS
nonsymmetric_single	t50	0	2	0.34822899460293694	0x3eb24b12	PASS
nonsymmetric_single	t50	1	0	0.5009090751138604	0x3f003b94	PASS
nonsymmetric_single	t50	1	1	0.62230001025497883	0x3f1f4f0e	PASS
nonsymmetric_single	t50	1	2	0.14194444226721931	0x3e1159e2	PASS
nonsymmetric_single	t50	2	0	0.093261948247332319	0x3dbf001f	PASS
nonsymmetric_single	t50	2	1	-0.50594150273302663	0xbf018562	PASS
nonsymmetric_single	t50	2	2	1.7774333801492417	0x3fe382f0	PASS
nonsymmetric_single	camera_to_linear_bt2020	0	0	1.9205508620175353	0x3ff5d49c	PASS
nonsymmetric_single	camera_to_linear_bt2020	0	1	-0.12708908867033872	0xbe0223a4	PASS
nonsymmetric_single	camera_to_linear_bt2020	0	2	0.098314048000964965	0x3dc958e0	PASS
nonsymmetric_single	camera_to_linear_bt2020	1	0	-0.060256054992468201	0xbd76cf0e	PASS
nonsymmetric_single	camera_to_linear_bt2020	1	1	1.0195025846378096	0x3f827f10	PASS
nonsymmetric_single	camera_to_linear_bt2020	1	2	0.018942007788955748	0x3c9b2c45	PASS
nonsymmetric_single	camera_to_linear_bt2020	2	0	0.12393008959900403	0x3dfdcf0f	PASS
nonsymmetric_single	camera_to_linear_bt2020	2	1	-0.67341241793984274	0xbf2c64c2	PASS
nonsymmetric_single	camera_to_linear_bt2020	2	2	2.2295150953616534	0x400eb060	PASS
nonsymmetric_single	camera_to_normalized_ncl	0	0	0.47102416048033402	0x3ef12a14	PASS
nonsymmetric_single	camera_to_normalized_ncl	0	1	0.61790309240690433	0x3f1e2ee6	PASS
nonsymmetric_single	camera_to_normalized_ncl	0	2	0.17088002684571152	0x3e2efb2c	PASS
nonsymmetric_single	camera_to_normalized_ncl	1	0	-0.18448712176109813	0xbe3cea31	PASS
nonsymmetric_single	camera_to_normalized_ncl	1	1	-0.68635883403143771	0xbf2fb536	PASS
nonsymmetric_single	camera_to_normalized_ncl	1	2	1.0942038208333911	0x3f8c0edf	PASS
nonsymmetric_single	camera_to_normalized_ncl	2	0	0.98299654247741852	0x3f7ba5a9	PASS
nonsymmetric_single	camera_to_normalized_ncl	2	1	-0.50521645264969683	0xbf0155de	PASS
nonsymmetric_single	camera_to_normalized_ncl	2	2	-0.049210619045671096	0xbd499113	PASS
scaled_asn_invariance	t50	0	0	1.2990379811180148	0x3fa646e0	PASS
scaled_asn_invariance	t50	0	1	-0.00090008929945497597	0xba6bf3f8	PASS
scaled_asn_invariance	t50	0	2	0.34822899460293694	0x3eb24b12	PASS
scaled_asn_invariance	t50	1	0	0.5009090751138604	0x3f003b94	PASS
scaled_asn_invariance	t50	1	1	0.62230001025497883	0x3f1f4f0e	PASS
scaled_asn_invariance	t50	1	2	0.14194444226721931	0x3e1159e2	PASS
scaled_asn_invariance	t50	2	0	0.093261948247332319	0x3dbf001f	PASS
scaled_asn_invariance	t50	2	1	-0.50594150273302663	0xbf018562	PASS
scaled_asn_invariance	t50	2	2	1.7774333801492417	0x3fe382f0	PASS
scaled_asn_invariance	camera_to_linear_bt2020	0	0	1.9205508620175353	0x3ff5d49c	PASS
scaled_asn_invariance	camera_to_linear_bt2020	0	1	-0.12708908867033872	0xbe0223a4	PASS
scaled_asn_invariance	camera_to_linear_bt2020	0	2	0.098314048000964965	0x3dc958e0	PASS
scaled_asn_invariance	camera_to_linear_bt2020	1	0	-0.060256054992468201	0xbd76cf0e	PASS
scaled_asn_invariance	camera_to_linear_bt2020	1	1	1.0195025846378096	0x3f827f10	PASS
scaled_asn_invariance	camera_to_linear_bt2020	1	2	0.018942007788955748	0x3c9b2c45	PASS
scaled_asn_invariance	camera_to_linear_bt2020	2	0	0.12393008959900403	0x3dfdcf0f	PASS
scaled_asn_invariance	camera_to_linear_bt2020	2	1	-0.67341241793984274	0xbf2c64c2	PASS
scaled_asn_invariance	camera_to_linear_bt2020	2	2	2.2295150953616534	0x400eb060	PASS
scaled_asn_invariance	camera_to_normalized_ncl	0	0	0.47102416048033402	0x3ef12a14	PASS
scaled_asn_invariance	camera_to_normalized_ncl	0	1	0.61790309240690433	0x3f1e2ee6	PASS
scaled_asn_invariance	camera_to_normalized_ncl	0	2	0.17088002684571152	0x3e2efb2c	PASS
scaled_asn_invariance	camera_to_normalized_ncl	1	0	-0.18448712176109813	0xbe3cea31	PASS
scaled_asn_invariance	camera_to_normalized_ncl	1	1	-0.68635883403143771	0xbf2fb536	PASS
scaled_asn_invariance	camera_to_normalized_ncl	1	2	1.0942038208333911	0x3f8c0edf	PASS
scaled_asn_invariance	camera_to_normalized_ncl	2	0	0.98299654247741852	0x3f7ba5a9	PASS
scaled_asn_invariance	camera_to_normalized_ncl	2	1	-0.50521645264969683	0xbf0155de	PASS
scaled_asn_invariance	camera_to_normalized_ncl	2	2	-0.049210619045671096	0xbd499113	PASS
dual_a_endpoint	t50	0	0	0.85587041561040933	0x3f5b1a53	PASS
dual_a_endpoint	t50	0	1	0.1731668241874392	0x3e3152a5	PASS
dual_a_endpoint	t50	0	2	0.41857986108972356	0x3ed65019	PASS
dual_a_endpoint	t50	1	0	0.19123439947592483	0x3e43d2f3	PASS
dual_a_endpoint	t50	1	1	0.83584684283746824	0x3f55fa0f	PASS
dual_a_endpoint	t50	1	2	0.064062234960960654	0x3d833310	PASS
dual_a_endpoint	t50	2	0	-0.057928860395914356	0xbd6d46d0	PASS
dual_a_endpoint	t50	2	1	-0.58456283112852048	0xbf15a5e9	PASS
dual_a_endpoint	t50	2	2	3.3891398566912132	0x4058e7ab	PASS
dual_a_endpoint	camera_to_linear_bt2020	0	0	1.3481601805319274	0x3fac9083	PASS
dual_a_endpoint	camera_to_linear_bt2020	0	1	0.094113241462673469	0x3dc0be71	PASS
dual_a_endpoint	camera_to_linear_bt2020	0	2	-0.13544192904247856	0xbe0ab14a	PASS
dual_a_endpoint	camera_to_linear_bt2020	1	0	-0.26991477789584023	0xbe8a3245	PASS
dual_a_endpoint	camera_to_linear_bt2020	1	1	1.251529890940938	0x3fa03222	PASS
dual_a_endpoint	camera_to_linear_bt2020	1	2	-0.13675427843642013	0xbe0c0950	PASS
dual_a_endpoint	camera_to_linear_bt2020	2	0	-0.059258058187524047	0xbd72b894	PASS
dual_a_endpoint	camera_to_linear_bt2020	2	1	-0.78024205506787869	0xbf47bdf1	PASS
dual_a_endpoint	camera_to_linear_bt2020	2	2	4.2568703917670776	0x40883848	PASS
dual_a_endpoint	camera_to_normalized_ncl	0	0	0.16764545716183749	0x3e2bab40	PASS
dual_a_endpoint	camera_to_normalized_ncl	0	1	0.82699246072467525	0x3f53b5c7	PASS
dual_a_endpoint	camera_to_normalized_ncl	0	2	0.12413241869243571	0x3dfe3923	PASS
dual_a_endpoint	camera_to_normalized_ncl	1	0	-0.12060354807556158	0xbdf6fefe	PASS
dual_a_endpoint	camera_to_normalized_ncl	1	1	-0.85427581364545213	0xbf5ab1d2	PASS
dual_a_endpoint	camera_to_normalized_ncl	1	2	2.1966290916735631	0x400c9592	PASS
dual_a_endpoint	camera_to_normalized_ncl	2	0	0.80056606765908722	0x3f4cf1e6	PASS
dual_a_endpoint	camera_to_normalized_ncl	2	1	-0.49700204751254695	0xbefe770d	PASS
dual_a_endpoint	camera_to_normalized_ncl	2	2	-0.17603034567673562	0xbe34414d	PASS
dual_d65_endpoint	t50	0	0	1.6059149619116722	0x3fcd8e9f	PASS
dual_d65_endpoint	t50	0	1	-0.00090008929945497597	0xba6bf3f8	PASS
dual_d65_endpoint	t50	0	2	0.3590840768632409	0x3eb7d9de	PASS
dual_d65_endpoint	t50	1	0	0.61924084589918282	0x3f1e8691	PASS
dual_d65_endpoint	t50	1	1	0.62230001025497883	0x3f1f4f0e	PASS
dual_d65_endpoint	t50	1	2	0.14636917030849148	0x3e15e1cd	PASS
dual_d65_endpoint	t50	2	0	0.11529359437090753	0x3dec1f0c	PASS
dual_d65_endpoint	t50	2	1	-0.50594150273302663	0xbf018562	PASS
dual_d65_endpoint	t50	2	2	1.832839982852529	0x3fea9a80	PASS
dual_d65_endpoint	camera_to_linear_bt2020	0	0	2.3742503369854293	0x4017f3b8	PASS
dual_d65_endpoint	camera_to_linear_bt2020	0	1	-0.12708908867033872	0xbe0223a4	PASS
dual_d65_endpoint	camera_to_linear_bt2020	0	2	0.10137871836137194	0x3dcf9fa5	PASS
dual_d65_endpoint	camera_to_linear_bt2020	1	0	-0.074490585852536401	0xbd988e85	PASS
dual_d65_endpoint	camera_to_linear_bt2020	1	1	1.0195025846378096	0x3f827f10	PASS
dual_d65_endpoint	camera_to_linear_bt2020	1	2	0.019532472844741473	0x3ca00291	PASS
dual_d65_endpoint	camera_to_linear_bt2020	2	0	0.15320659442675219	0x3e1ce231	PASS
dual_d65_endpoint	camera_to_linear_bt2020	2	1	-0.67341241793984274	0xbf2c64c2	PASS
dual_d65_endpoint	camera_to_linear_bt2020	2	2	2.2990141035885117	0x4013230c	PASS
dual_d65_endpoint	camera_to_normalized_ncl	0	0	0.58229609736755894	0x3f15115b	PASS
dual_d65_endpoint	camera_to_normalized_ncl	0	1	0.61790309240690433	0x3f1e2ee6	PASS
dual_d65_endpoint	camera_to_normalized_ncl	0	2	0.17620674224506586	0x3e346f8a	PASS
dual_d65_endpoint	camera_to_normalized_ncl	1	0	-0.22806925849941898	0xbe698afd	PASS
dual_d65_endpoint	camera_to_normalized_ncl	1	1	-0.68635883403143771	0xbf2fb536	PASS
dual_d65_endpoint	camera_to_normalized_ncl	1	2	1.1283126189770627	0x3f906c8c	PASS
dual_d65_endpoint	camera_to_normalized_ncl	2	0	1.2152137797489966	0x3f9b8c20	PASS
dual_d65_endpoint	camera_to_normalized_ncl	2	1	-0.50521645264969683	0xbf0155de	PASS
dual_d65_endpoint	camera_to_normalized_ncl	2	2	-0.050744624904173308	0xbd4fd999	PASS
dual_reciprocal_midpoint	t50	0	0	1.1680561308946298	0x3f9582dd	PASS
dual_reciprocal_midpoint	t50	0	1	0.086399521897726914	0x3db0f23c	PASS
dual_reciprocal_midpoint	t50	0	2	0.38382547705759873	0x3ec484c6	PASS
dual_reciprocal_midpoint	t50	1	0	0.36273066144092769	0x3eb9b7d5	PASS
dual_reciprocal_midpoint	t50	1	1	0.72939994718954537	0x3f3ab9f4	PASS
dual_reciprocal_midpoint	t50	1	2	0.11557887903992842	0x3decb49f	PASS
dual_reciprocal_midpoint	t50	2	0	0.0084506936078422128	0x3c0a74c7	PASS
dual_reciprocal_midpoint	t50	2	1	-0.54537238171652369	0xbf0b9d86	PASS
dual_reciprocal_midpoint	t50	2	2	2.4396247285170793	0x401c22d0	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	0	0	1.7792099087036488	0x3fe3bd26	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	0	1	-0.016149697434585081	0xbc844c5f	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	0	2	0.011077250365383554	0x3c357d5b	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	1	0	-0.19960507141928793	0xbe4c6546	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	1	1	1.1358710157292107	0x3f916439	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	1	2	-0.040313995207062185	0xbd25204a	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	2	0	0.022423194295411862	0x3cb7b0d9	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	2	1	-0.72699058278916517	0xbf3a1c0e	PASS
dual_reciprocal_midpoint	camera_to_linear_bt2020	2	2	3.0623254229162211	0x4043fd24	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	0	0	0.3333959000158892	0x3eaab2de	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	0	1	0.72276748158894188	0x3f39074a	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	0	2	0.15717300249953001	0x3e20f1f6	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	1	0	-0.16528792692701041	0xbe29413d	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	1	1	-0.77057407482625007	0xbf454458	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	1	2	1.5441439462191406	0x3fc5a682	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	2	0	0.98047877979639197	0x3f7b00a8	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	2	1	-0.50109668996577172	0xbf0047df	PASS
dual_reciprocal_midpoint	camera_to_normalized_ncl	2	2	-0.099074835300519803	0xbdcae7bf	PASS
dual_near_a	t50	0	0	0.94374526184936003	0x3f71994a	PASS
dual_near_a	t50	0	1	0.14863019765131202	0x3e183284	PASS
dual_near_a	t50	0	2	0.40936875324305344	0x3ed198c8	PASS
dual_near_a	t50	1	0	0.23547588828972857	0x3e712097	PASS
dual_near_a	t50	1	1	0.80574509188383903	0x3f4e454f	PASS
dual_near_a	t50	1	2	0.082109483420924473	0x3da82904	PASS
dual_near_a	t50	2	0	-0.042711909802926724	0xbd2ef2af	PASS
dual_near_a	t50	2	1	-0.57348029893460251	0xbf12cf9b	PASS
dual_near_a	t50	2	2	3.0858382479591424	0x40457e60	PASS
dual_near_a	camera_to_linear_bt2020	0	0	1.4718986413038759	0x3fbc672d	PASS
dual_near_a	camera_to_linear_bt2020	0	1	0.06293236478329528	0x3d80e2af	PASS
dual_near_a	camera_to_linear_bt2020	0	2	-0.086152263923255312	0xbdb07099	PASS
dual_near_a	camera_to_linear_bt2020	1	0	-0.25681139683530291	0xbe837cc9	PASS
dual_near_a	camera_to_linear_bt2020	1	1	1.2188231160180167	0x3f9c0265	PASS
dual_near_a	camera_to_linear_bt2020	1	2	-0.1046169127225966	0xbdd64164	PASS
dual_near_a	camera_to_linear_bt2020	2	0	-0.040359518141341394	0xbd255006	PASS
dual_near_a	camera_to_linear_bt2020	2	1	-0.76518325465203763	0xbf43e30d	PASS
dual_near_a	camera_to_linear_bt2020	2	2	3.8752553657558497	0x4078042f	PASS
dual_near_a	camera_to_normalized_ncl	0	0	0.21015632659041125	0x3e573338	PASS
dual_near_a	camera_to_normalized_ncl	0	1	0.79751903788792133	0x3f4c2a35	PASS
dual_near_a	camera_to_normalized_ncl	0	2	0.13624017663076221	0x3e0b828b	PASS
dual_near_a	camera_to_normalized_ncl	1	0	-0.13315395170179267	0xbe085982	PASS
dual_near_a	camera_to_normalized_ncl	1	1	-0.83060608724352014	0xbf54a29a	PASS
dual_near_a	camera_to_normalized_ncl	1	2	1.9873579191692823	0x3ffe61bf	PASS
dual_near_a	camera_to_normalized_ncl	2	0	0.85565055927944167	0x3f5b0bea	PASS
dual_near_a	camera_to_normalized_ncl	2	1	-0.49815995734750168	0xbeff0ed2	PASS
dual_near_a	camera_to_normalized_ncl	2	2	-0.15081543506986136	0xbe1a6f5d	PASS
dual_near_d65	t50	0	0	1.4998222934464203	0x3fbffa2d	PASS
dual_near_d65	t50	0	1	0.010460515316436755	0x3c2b6295	PASS
dual_near_d65	t50	0	2	0.35378063691163691	0x3eb522bc	PASS
dual_near_d65	t50	1	0	0.56460802383267905	0x3f108a27	PASS
dual_near_d65	t50	1	1	0.63623730071040108	0x3f22e073	PASS
dual_near_d65	t50	1	2	0.13992611749590397	0x3e0f48cb	PASS
dual_near_d65	t50	2	0	0.095873124727393941	0x3dc45921	PASS
dual_near_d65	t50	2	1	-0.51107278132230682	0xbf02d5aa	PASS
dual_near_d65	t50	2	2	1.8560975438764411	0x3fed949b	PASS
dual_near_d65	camera_to_linear_bt2020	0	0	2.2255864950809063	0x400e7002	PASS
dual_near_d65	camera_to_linear_bt2020	0	1	-0.11265215655949098	0xbde6b62d	PASS
dual_near_d65	camera_to_linear_bt2020	0	2	0.089691639699957235	0x3db7b040	PASS
dual_near_d65	camera_to_linear_bt2020	1	0	-0.092333142064419546	0xbdbd1929	PASS
dual_near_d65	camera_to_linear_bt2020	1	1	1.0346460167478915	0x3f846f48	PASS
dual_near_d65	camera_to_linear_bt2020	1	2	0.01283472277453851	0x3c5248bb	PASS
dual_near_d65	camera_to_linear_bt2020	2	0	0.1291520818419914	0x3e044071	PASS
dual_near_d65	camera_to_linear_bt2020	2	1	-0.68038473246164977	0xbf2e2db2	PASS
dual_near_d65	camera_to_linear_bt2020	2	2	2.3284168888567196	0x401504c8	PASS
dual_near_d65	camera_to_normalized_ncl	0	0	0.52971842039130768	0x3f079ba0	PASS
dual_near_d65	camera_to_normalized_ncl	0	1	0.6315494631919164	0x3f21ad3a	PASS
dual_near_d65	camera_to_normalized_ncl	0	2	0.17033905729951934	0x3e2e6d5d	PASS
dual_near_d65	camera_to_normalized_ncl	1	0	-0.21290865235958134	0xbe5a04ba	PASS
dual_near_d65	camera_to_normalized_ncl	1	1	-0.69731805870817798	0xbf328370	PASS
dual_near_d65	camera_to_normalized_ncl	1	2	1.1470595469103859	0x3f92d2d9	PASS
dual_near_d65	camera_to_normalized_ncl	2	0	1.1500529463512807	0x3f9334ef	PASS
dual_near_d65	camera_to_normalized_ncl	2	1	-0.50468033348122021	0xbf0132bb	PASS
dual_near_d65	camera_to_normalized_ncl	2	2	-0.054691046792053527	0xbd6003b8	PASS
dual_below_a_clamp	t50	0	0	0.73254856441802085	0x3f3b884d	PASS
dual_below_a_clamp	t50	0	1	0.17369922749865455	0x3e31de36	PASS
dual_below_a_clamp	t50	0	2	0.50392687624830801	0x3f01015a	PASS
dual_below_a_clamp	t50	1	0	0.16325509915706682	0x3e272c58	PASS
dual_below_a_clamp	t50	1	1	0.83649999993946411	0x3f5624dd	PASS
dual_below_a_clamp	t50	1	2	0.076574705815104671	0x3d9cd333	PASS
dual_below_a_clamp	t50	2	0	-0.049947001902407834	0xbd4c953a	PASS
dual_below_a_clamp	t50	2	1	-0.58480330333964559	0xbf15b5ab	PASS
dual_below_a_clamp	t50	2	2	4.0866346902464619	0x4082c5b6	PASS
dual_below_a_clamp	camera_to_linear_bt2020	0	0	1.1541578364449783	0x3f93bb72	PASS
dual_below_a_clamp	camera_to_linear_bt2020	0	1	0.094789813768416331	0x3dc22129	PASS
dual_below_a_clamp	camera_to_linear_bt2020	0	2	-0.16436617606378384	0xbe284f9b	PASS
dual_below_a_clamp	camera_to_linear_bt2020	1	0	-0.23172697427039629	0xbe6d49d6	PASS
dual_below_a_clamp	camera_to_linear_bt2020	1	1	1.2522395726586957	0x3fa04963	PASS
dual_below_a_clamp	camera_to_linear_bt2020	1	2	-0.16546079185011284	0xbe296e8e	PASS
dual_below_a_clamp	camera_to_linear_bt2020	2	0	-0.051150535290942947	0xbd518339	PASS
dual_below_a_clamp	camera_to_linear_bt2020	2	1	-0.78056880557665453	0xbf47d35b	PASS
dual_below_a_clamp	camera_to_linear_bt2020	2	2	5.1329652865303679	0x40a44140	PASS
dual_below_a_clamp	camera_to_normalized_ncl	0	0	0.14305314833601415	0x3e127c86	PASS
dual_below_a_clamp	camera_to_normalized_ncl	0	1	0.82763198416886308	0x3f53dfb1	PASS
dual_below_a_clamp	camera_to_normalized_ncl	0	2	0.14902343016491831	0x3e189999	PASS
dual_below_a_clamp	camera_to_normalized_ncl	1	0	-0.10322296355211924	0xbdd36690	PASS
dual_below_a_clamp	camera_to_normalized_ncl	1	1	-0.8547894066894427	0xbf5ad37b	PASS
dual_below_a_clamp	camera_to_normalized_ncl	1	2	2.6490601979193418	0x40298a34	PASS
dual_below_a_clamp	camera_to_normalized_ncl	2	0	0.68568065109790055	0x3f2f88c4	PASS
dual_below_a_clamp	camera_to_normalized_ncl	2	1	-0.49697692282683215	0xbefe73c2	PASS
dual_below_a_clamp	camera_to_normalized_ncl	2	2	-0.21252516358924606	0xbe59a032	PASS
dual_above_d65_clamp	t50	0	0	1.6440687531395901	0x3fd270d8	PASS
dual_above_d65_clamp	t50	0	1	-0.00090008929945497597	0xba6bf3f8	PASS
dual_above_d65_clamp	t50	0	2	0.31473120980572966	0x3ea12473	PASS
dual_above_d65_clamp	t50	1	0	0.63395294866588969	0x3f224abe	PASS
dual_above_d65_clamp	t50	1	1	0.62230001025497883	0x3f1f4f0e	PASS
dual_above_d65_clamp	t50	1	2	0.12829013876601733	0x3e035e7d	PASS
dual_above_d65_clamp	t50	2	0	0.11803277286657796	0x3df1bb2b	PASS
dual_above_d65_clamp	t50	2	1	-0.50594150273302663	0xbf018562	PASS
dual_above_d65_clamp	t50	2	2	1.6064537036076552	0x3fcda046	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	0	0	2.4306584618417557	0x401b8fe9	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	0	1	-0.12708908867033872	0xbe0223a4	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	0	2	0.088856757328676927	0x3db5fa88	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	1	0	-0.076260354693646087	0xbd9c2e64	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	1	1	1.0195025846378096	0x3f827f10	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	1	2	0.017119886970828682	0x3c8c3f01	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	2	0	0.15684652092170198	0x3e209c60	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	2	1	-0.67341241793984274	0xbf2c64c2	PASS
dual_above_d65_clamp	camera_to_linear_bt2020	2	2	2.0150475523826237	0x4000f68a	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	0	0	0.59613045613419413	0x3f189c01	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	0	1	0.61790309240690433	0x3f1e2ee6	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	0	2	0.15444227337275485	0x3e1e261e	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	1	0	-0.23348779377723622	0xbe6f176d	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	1	1	-0.68635883403143771	0xbf2fb536	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	1	2	0.98894720899854838	0x3f7d2ba5	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	2	0	1.2440851795114347	0x3f9f3e2f	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	2	1	-0.50521645264969683	0xbf0155de	PASS
dual_above_d65_clamp	camera_to_normalized_ncl	2	2	-0.044476818150059647	0xbd362d53	PASS
explicit_analog_balance	t50	0	0	1.3139304233822775	0x3fa82edf	PASS
explicit_analog_balance	t50	0	1	-0.00090008929945497587	0xba6bf3f8	PASS
explicit_analog_balance	t50	0	2	0.30778635159706363	0x3e9d962c	PASS
explicit_analog_balance	t50	1	0	0.50665160119024055	0x3f01b3eb	PASS
explicit_analog_balance	t50	1	1	0.62230001025497883	0x3f1f4f0e	PASS
explicit_analog_balance	t50	1	2	0.12545928883584984	0x3e007866	PASS
explicit_analog_balance	t50	2	0	0.094331122667106165	0x3dc130ad	PASS
explicit_analog_balance	t50	2	1	-0.50594150273302663	0xbf018562	PASS
